party,seats,sq_cabinet,sq_pm,election_year,base,miw_new,banzhaf,shapley,splus,country,cabinet_id,party_id,cabinet_name,caretaker,cabinet_party,prime_minister,left_rightx,left_righty,cabinet_seats,total_cabinet_size,party_count,cab_count,party_name,party_name_english,country_id,election_id,seats_share,election_date,start_date,post_election,enpp,mingov,bicameral,largest_parl,largest_cab,lag_largest_parl,lag_largest_cab,seats_total,miw_proportion,cabinet_proportion,seats_proportion,W,A,B,B_star,C,D,E,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13,coalition_total
SPA/SPIRIT,14,0,0,2007,14,14,0.088222511,0.087012984,0.087687775,BEL,886,1113,Verhofstadt III,1,1,0,3.3511111,,7,25,11,4,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialist Party Different / Social Liberal Party,64,401,9.333333,6/10/07,6/10/07,1,7.9113922,1,1,0,0,0,0,150,0.093333334,0.28,0.093333334,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75
UDCE,4, ,,1994,4,4,0.006988354,0.005744436,0.005765486,ITA,672,397,Berlusconi I,0,0,0,,,2,27,21,5,Unione Democratica di Centro,Democratic Union of the Centre,26,146,0.63492066,3/27/94,5/11/94,1,7.6707511,0,1,0,0,0,0,630,0.006389776,0.083333336,0.006349206,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,358
MR,18,1,0,2010,18,18,0.1185372,0.11818182,0.11815639,BEL,675,915,Leterme III,1,1,0,6.8216666,7.6,3,15,12,0,Mouvement R_formateur,Reformist Movement,64,486,12,6/13/10,6/13/10,1,8.4206591,1,1,0,0,0,0,150,0.12,0.25,0.12,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,70
VVD,31,0,0,1994,31,18,0.19829318,0.18975469,0.19033204,NLD,637,1409,Kok I,0,1,0,7.2037778,7.4,5,14,12,3,Volkspartij voor Vrijheid en Democratie,People's Party for Freedom and Democracy,8,570,20.666666,5/3/94,8/22/94,1,5.4164662,0,1,0,0,0,0,150,0.18367347,0.35714287,0.20666666,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,92
KESK,40,1,0,1987,40,7,0.27962086,0.25396827,0.24843833,FIN,614,94,Holkeri I,0,0,0,5.8053333,5.2,0,15,10,4,Keskusta,Centre Party,67,527,20,3/16/87,4/30/87,1,4.9480457,0,0,0,0,0,0,199,0.21212122,0,0.20100503,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
PEV,2,0,0,1999,2,1,0.027777778,0.033333331,0.021691164,PRT,5,1535,Guterres II,0,0,0,2.1710526,,0,23,6,1,Partido Ecologista _ Os Verdes,Ecology Party -- Greens,63,352,0.86956519,10/10/99,10/25/99,1,2.6131198,1,0,0,0,0,0,230,0.1,0,0.008695652,116,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
SP-P,9,1,0,1987,9,2,0.023696681,0.027777778,0.029370237,FIN,614,200,Holkeri I,0,1,0,6.3916667,5.8,1,15,10,4,Suomen Puolue _ Perussuomalaiset,Finnish Party -- True Finns,67,527,4.5,3/16/87,4/30/87,1,4.9480457,0,0,0,0,0,0,199,0.060606062,0.06666667,0.045226131,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130
CDA,43,0,0,2002,43,38,0.35805085,0.34960318,0.34385374,NLD,763,235,Balkenende I,0,1,1,5.8017777,5.7,6,14,10,3,Christen Democratisch Appl,Christian Democrats,8,74,28.666666,5/15/02,7/21/02,0,5.7929969,0,1,1,1,0,0,150,0.28787878,0.42857143,0.28666666,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,93
C,22,0,0,2002,22,1,0.043478262,0.03809524,0.035079349,SWE,641,1461,Persson III,0,0,0,5.7886666,5.9,0,25,7,1,Centerpartiet,Centre Party,35,156,6.3037248,9/15/02,10/21/02,1,4.2252402,1,0,0,0,0,0,349,0.06666667,0,0.063037246,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LSAP,13,1,0,2009,13,3,0.10869565,0.11666667,0.1256641,LUX,601,701,Juncker IV,0,1,0,3.9473684,,7,25,6,2,Ltzebuerger Sozialistesch Arbechterpartei _ Parti Ouvrier Socialiste Luxembourgeois _ Luxemburger Sozialistische Arbeiterpartei,Luxembourg Socialist Workers' Party,7,172,21.666666,6/7/09,7/23/09,1,3.6290324,0,0,0,0,0,0,60,0.15000001,0.28,0.21666667,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39
UDC,39,0,0,2006,39,39,0.06522397,0.058116883,0.057611357,ITA,117,226,Prodi II,0,0,0,6.1666667,,0,26,17,7,Unione dei Democratici Cristiani e Democratici di Centro,Union of Christian and Centre Democrats,26,107,6.1904764,4/9/06,5/17/06,1,5.0764861,0,1,0,0,0,0,627,0.072625697,0,0.062200956,314,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
FRP,11,0,0,1994,11,5,0.050000001,0.039285716,0.049742289,DNK,189,978,Rasmussen N II,0,0,0,9.0063492,8.7,0,20,10,3,Fremskridtspartiet,Progress Party,21,89,6.1452513,9/21/94,9/27/94,1,4.7334909,1,0,0,0,0,0,174,0.067567565,0,0.063218392,88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
SF,12,0,0,2001,12,3,0.093220338,0.083333336,0.073819645,DNK,482,1644,Rasmussen F I,0,0,0,2.1851429,1.9,0,18,9,2,Socialistisk Folkeparti,Socialist Peoples Party,21,632,6.7039108,11/20/01,11/27/01,1,4.6754708,1,0,0,0,0,0,175,0.090909094,0,0.068571426,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
GL,7,0,0,2006,7,7,0.04855372,0.045634922,0.04514632,NLD,69,756,Balkenende IV,0,0,0,2.0366666,,0,16,10,3,Groen Links,Green Left,8,578,4.6666665,11/22/06,2/22/07,1,5.5391431,0,1,0,0,0,0,150,0.052238807,0,0.046666667,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
ECOLO,8,0,0,2010,8,8,0.051702395,0.05036075,0.051221203,BEL,675,161,Leterme III,1,0,0,2.9113333,4.5,0,15,12,0,ócologistes Conf_d_r_s pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,64,486,5.3333335,6/13/10,6/13/10,1,8.4206591,1,1,0,0,0,0,150,0.053333335,0,0.053333335,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
VIHR,9,0,0,1995,9,4,0.034562211,0.026190476,0.02598149,FIN,100,1062,Lipponen I,0,1,0,3.7008333,,1,16,11,5,Vihre_ Liitto _ Gr_na F_rbundet,Green League,67,24,4.5,3/19/95,4/13/95,1,4.8971596,0,0,0,0,0,0,199,0.047058824,0.06666667,0.045226131,100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,144
PSC,10,1,0,1999,10,10,0.064568199,0.063275613,0.063241869,BEL,193,1192,Verhofstadt I,0,0,0,5.5811111,6.3,0,21,11,6,Parti Social Chr_tien,Francophone Christian Social Party,64,2,6.6666665,6/13/99,7/12/99,1,9.050684,0,1,0,0,0,0,150,0.06666667,0,0.06666667,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
FF,1,0,0,1989,1,0,0,0,0.004690959,NOR,94,474,Syse,0,0,0,,,0,19,7,3,Framtid for Finnmark,Future for Finnmark,9,571,0.60606062,9/11/89,10/16/89,1,4.2347178,1,0,0,0,0,0,165,0,0,0.006060606,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
KESK,35,1,1,2011,35,4,0.13846155,0.14285715,0.14801019,FIN,918,94,Katainen,0,0,0,5.8053333,5.2,0,19,9,6,Keskusta,Centre Party,67,700,17.5,4/17/11,6/22/11,1,5.830904,0,0,0,0,1,1,199,0.13793103,0,0.1758794,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
AN,99,0,0,2001,99,53,0.16540948,0.15598845,0.15374339,ITA,256,373,Berlusconi II,0,1,0,7.9855557,,4,21,12,4,Alleanza Nazionale,National Alliance,26,498,16.256157,5/13/01,6/11/01,1,5.3029213,0,1,0,0,0,0,609,0.16012084,0.19047619,0.16256158,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,347
GL,10,0,0,2010,10,10,0.061553031,0.057142857,0.058747262,NLD,804,756,Rutte,0,0,0,2.0366666,,0,12,10,2,Groen Links,Green Left,8,530,6.6666665,6/9/10,10/14/10,1,6.7446041,1,1,0,0,0,0,150,0.06666667,0,0.06666667,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
RPF,1,0,0,1989,1,1,0.007058824,0.00515873,0.00659323,NLD,148,212,Lubbers III,0,0,0,8.2962964,9.2,0,14,9,2,Reformatorisch Politieke Federatie,Reformatory Political Federation,8,627,0.66666669,9/6/89,11/7/89,1,3.7525017,0,1,0,0,0,0,150,0.019607844,0,0.006666667,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
FR,26,0,0,2001,26,3,0.15254237,0.15238096,0.15604761,NOR,300,351,Bondevik II,0,0,0,9.2444444,9.4,0,19,8,3,Fremskrittspartiet,Progress Party,9,328,15.757576,9/10/01,10/19/01,1,5.3518772,1,0,0,0,0,0,165,0.14285715,0,0.15757576,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
CDU/CSU,239,1,1,2009,239,2,0.5,0.5,0.49957505,DEU,472,808,Merkel II,0,1,1,6.1757778,6.7,11,17,6,3,Christlich Demokratische Union,Christian Democratic Union,54,93,31.189711,9/27/09,10/28/09,0,4.8344789,0,1,1,1,0,0,622,0.40000001,0.64705884,0.38424438,312,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,332
SP,10,0,0,2001,10,1,0.016949153,0.01904762,0.026911477,NOR,300,702,Bondevik II,0,0,0,5.3055556,5.8,0,19,8,3,Senterpartiet,Centre Party,9,328,6.060606,9/10/01,10/19/01,1,5.3518772,1,0,0,0,0,0,165,0.047619049,0,0.060606062,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
GRUENE,21,0,0,2006,21,1,0.14285715,0.13333334,0.1407626,AUT,583,1429,Gusenbauer,0,0,0,2.4916667,,0,15,5,2,Die Grªnen _ Die grªne Alternative,The Greens -- The Green Alternative,59,197,11.47541,10/1/06,1/11/07,1,3.3789728,0,1,0,0,0,0,183,0.14285715,0,0.1147541,92,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
GRAEN,14,1,0,2009,14,2,0.23076923,0.23333333,0.23965603,ISL,651,210,Sigurdardottir II,0,1,0,1.4473684,,5,10,5,2,Vinstrihreyfingin _ gr_nt frambo_,Left-Green Movement,56,36,22.222221,4/25/09,4/25/09,1,4.1822972,0,0,0,0,0,0,63,0.22222222,0.5,0.22222222,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34
FDF,3,0,0,1991,3,3,0.014809369,0.013980464,0.01295125,BEL,570,969,Martens IX,1,0,0,6.1259259,5.6,0,21,13,4,Front D_mocratique des Francophones,Francophone Democratic Front,64,418,1.4150944,11/24/91,11/24/91,1,8.4133282,0,1,0,0,0,0,212,0.014150944,0,0.014150944,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
AGL-GR,6,0,0,1987,6,6,0.02919708,0.026984127,0.026223799,BEL,457,1594,Martens VIII,0,0,0,2.8282222,4.5,0,26,11,5,Agalev _ Groen,Agalev -- Groen,64,191,2.8301888,12/13/87,5/9/88,1,7.1317043,0,1,0,0,0,0,212,0.028301887,0,0.028301887,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
KRF,4,0,0,2001,4,1,0.02542373,0.02142857,0.02060782,DNK,482,1331,Rasmussen F I,0,0,0,5.8095237,6.2,0,18,9,2,Kristeligt Folkeparti,Christian People's Party,21,632,2.2346368,11/20/01,11/27/01,1,4.6754708,1,0,0,0,0,0,175,0.030303031,0,0.022857143,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
FP,26,1,0,1994,26,1,0.027027028,0.047619049,0.05651911,SWE,528,892,Carlsson IV,0,0,0,6.1551111,5.5,0,22,7,1,Folkpartiet,Liberals,35,412,7.4498568,9/18/94,10/6/94,1,3.5041573,1,0,0,0,0,0,349,0.090909094,0,0.074498564,175,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
CDA,41,1,1,2006,41,37,0.31508264,0.31547618,0.31934148,NLD,69,235,Balkenende IV,0,1,1,5.8017777,5.7,8,16,10,3,Christen Democratisch Appl,Christian Democrats,8,578,27.333334,11/22/06,2/22/07,1,5.5391431,0,1,1,1,1,1,150,0.27611941,0.5,0.27333334,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,80
SP,11,0,0,2005,11,1,0.054545455,0.052380953,0.053915799,NOR,693,702,Stoltenberg II,0,1,0,5.3055556,5.8,3,19,7,3,Senterpartiet,Centre Party,9,3,6.5088758,9/12/05,10/17/05,1,4.5617313,0,0,0,0,0,0,169,0.06666667,0.15789473,0.065088756,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87
NONE,1,0,0,1992,1,0,0.00952381,0.007142857,0.007438066,IRL,748,30,Reynolds II,0,0,0,,,0,16,7,2,no party affiliation,no party affiliation,37,359,3.0120482,11/25/92,1/12/93,0,3.4969542,0,1,0,0,0,0,164,0,0,0.006097561,83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
RV,1,0,0,1993,1,0,0,0,0.0056167,NOR,572,1638,Brundtland IV,0,0,0,0.36666667,,0,20,8,1,Rèd Valgallianse,Red Electoral Alliance,9,404,0.60606062,9/13/93,9/13/93,1,4.0411162,1,0,0,0,0,0,165,0,0,0.006060606,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
LN,55,0,0,1992,55,55,0.084173992,0.070902705,0.071093857,ITA,176,1436,Amato I,0,0,0,7.6605556,,0,30,16,4,Lega Nord,North League,26,605,8.7301588,4/5/92,6/28/92,1,5.7116132,0,1,0,0,0,0,629,0.087440379,0,0.087440379,315,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
FDV,11,0,0,1994,11,11,0.019307137,0.016105343,0.016154896,ITA,672,910,Berlusconi I,0,0,0,2.6337037,,0,27,21,5,Federazione dei Verdi,Federation of the Greens,26,146,1.7460318,3/27/94,5/11/94,1,7.6707511,0,1,0,0,0,0,630,0.017571885,0,0.017460318,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
SGP,2,0,0,1994,2,2,0.019076305,0.018506493,0.01776142,NLD,637,1251,Kok I,0,0,0,8.4472222,9.2,0,14,12,3,Staatkundig Gereformeerde Partij,Political Reformed Party,8,570,1.3333334,5/3/94,8/22/94,1,5.4164662,0,1,0,0,0,0,150,0.020408163,0,0.013333334,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
LPF,26,0,0,2002,26,23,0.15889831,0.15992063,0.16145357,NLD,763,456,Balkenende I,0,1,0,8.375,,4,14,10,3,Lijst Pim Fortuyn,Fortuyn List,8,74,17.333334,5/15/02,7/21/02,0,5.7929969,0,1,0,0,0,0,150,0.17424242,0.2857143,0.17333333,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,93
AGL-GR,5,0,0,2010,5,5,0.031105507,0.030483404,0.02989275,BEL,675,1594,Leterme III,1,0,0,2.8282222,4.5,0,15,12,0,Agalev _ Groen,Agalev -- Groen,64,486,3.3333333,6/13/10,6/13/10,1,8.4206591,1,1,0,0,0,0,150,0.033333335,0,0.033333335,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
ECOLO,6,0,0,1995,6,6,0.038860105,0.038528141,0.037635937,BEL,95,161,Dehaene II,0,0,0,2.9113333,4.5,0,20,11,4,ócologistes Conf_d_r_s pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,64,332,4,5/21/95,6/23/95,1,8.0299788,0,1,0,0,0,0,150,0.039999999,0,0.039999999,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
KOK,40,1,0,2003,40,3,0.25925925,0.23809524,0.23159744,FIN,877,1118,Jaatteenmaki,0,0,0,7.1597778,7.2,0,17,9,3,Kansallinen Kokoomus _ Samlingspartiet,National Coalition Party,67,253,20,3/16/03,4/17/03,1,4.9297509,0,0,0,0,0,0,199,0.2,0,0.20100503,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
DF,22,0,0,2001,22,5,0.16101696,0.15000001,0.1584819,DNK,482,1418,Rasmussen F I,0,0,0,8.4590475,,0,18,9,2,Dansk Folkeparti,Danish Peoples Party,21,632,12.290503,11/20/01,11/27/01,1,4.6754708,1,0,0,0,0,0,175,0.15151516,0,0.12571429,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PVV,25,1,1,2003,25,15,0.16637169,0.16666667,0.16972354,BEL,449,1110,Verhofstadt II,0,1,1,6.9802778,7.8,6,24,10,4,Partij voor Vrijheid en Vooruitgang,Party of Liberty and Progress,64,143,16.666666,5/18/03,7/12/03,1,7.0268583,0,1,1,1,1,1,150,0.16666667,0.25,0.16666667,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,97
UDEUR,10,0,0,2006,10,10,0.016095972,0.014388389,0.01405288,ITA,117,399,Prodi II,0,1,0,5.285,,1,26,17,7,Unione Democratici per l'Europa,Union of Democrats for Europe,26,107,1.5873016,4/9/06,5/17/06,1,5.0764861,0,1,0,0,0,0,627,0.018621974,0.045454547,0.015948962,314,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,337
NPSI,3,0,0,2001,3,2,0.002693966,0.001948052,0.003528265,ITA,256,1287,Berlusconi II,0,0,0,5.43,,0,21,12,4,Nuovo Partito Socialisti Italiani,New PSI,26,498,0.49261084,5/13/01,6/11/01,1,5.3029213,0,1,0,0,0,0,609,0.006042296,0,0.004926108,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RV,9,0,0,2007,9,1,0.017241379,0.014285714,0.019782307,DNK,788,211,Rasmussen F III,0,0,0,4.9697778,4.8,0,19,9,2,Det Radikale Venstre,Danish Social-Liberal Party,21,174,5.0279331,11/13/07,11/23/07,1,5.5655723,1,0,0,0,0,0,170,0.03846154,0,0.052941177,86,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
AGL-GR,7,0,0,1991,7,7,0.030984139,0.030538905,0.030457465,BEL,570,1594,Martens IX,1,0,0,2.8282222,4.5,0,21,13,4,Agalev _ Groen,Agalev -- Groen,64,418,3.3018868,11/24/91,11/24/91,1,8.4133282,0,1,0,0,0,0,212,0.033018868,0,0.033018868,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
F,9,0,0,2009,9,1,0.07692308,0.06666667,0.06647335,ISL,651,1455,Sigurdardottir II,0,0,0,3.8888889,,0,10,5,2,Frams_knarflokkurinn,Progressive Party,56,36,14.285714,4/25/09,4/25/09,1,4.1822972,0,0,0,0,0,0,63,0.11111111,0,0.14285715,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
MSI,34,0,0,1992,34,34,0.044643164,0.04109918,0.041280292,ITA,176,831,Amato I,0,0,0,9.1777778,9.1,0,30,16,4,Movimento Sociale Italiano,Italian Social Movement,26,605,5.3968253,4/5/92,6/28/92,1,5.7116132,0,1,0,0,0,0,629,0.054054055,0,0.054054055,315,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
PS,40,0,0,1987,40,40,0.19890511,0.20476191,0.20239609,BEL,457,1378,Martens VIII,0,1,0,3.1588889,2.5,8,26,11,5,Parti Socialiste,Francophone Socialist Party,64,191,18.867924,12/13/87,5/9/88,1,7.1317043,0,1,0,0,0,0,212,0.18867925,0.30769232,0.18867925,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,150
V,46,1,1,2007,46,7,0.27586207,0.29523811,0.29524714,DNK,788,1605,Rasmussen F III,0,1,1,7.2685714,6.7,12,19,9,2,Venstre,Liberal Party of Denmark,21,174,25.698324,11/13/07,11/23/07,1,5.5655723,1,0,1,1,1,1,170,0.26923078,0.63157892,0.27058825,86,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64
H,23,0,0,1997,23,5,0.11458334,0.12619047,0.12380702,NOR,45,1435,Bondevik I,0,0,0,7.7388889,7.7,0,19,8,3,Hèyre,Conservative Party,9,669,13.939394,9/16/97,10/17/97,1,4.3608842,1,0,0,0,0,0,165,0.14285715,0,0.13939394,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
SPO,69,0,0,2002,69,1,0.16666667,0.16666667,0.17996533,AUT,889,973,Schuessel II,1,0,0,3.6593333,3,0,11,4,2,Sozialdemokratische Partei sterreichs,Social Democratic Party of Austria,59,365,37.704918,11/24/02,11/24/02,1,2.8832545,0,1,0,0,1,0,183,0.2,0,0.37704918,92,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
KD,24,0,0,2006,24,2,0.074074075,0.071428575,0.075945973,SWE,475,282,Reinfeldt I,0,1,0,7.0141667,,3,22,7,4,Kristdemokraterna,Christian Democrats,35,629,6.876791,9/17/06,10/6/06,1,4.1492419,0,0,0,0,0,0,349,0.086956523,0.13636364,0.068767905,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
GRENG,7,0,0,2009,7,3,0.10869565,0.11666667,0.1215845,LUX,601,310,Juncker IV,0,0,0,1.5789474,,0,25,6,2,D_i Gr_ng _ Les Verts _ Die Grnen,The Greens,7,172,11.666667,6/7/09,7/23/09,1,3.6290324,0,0,0,0,0,0,60,0.15000001,0,0.11666667,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
M,97,0,0,2006,97,4,0.14814815,0.17142858,0.1777558,SWE,475,657,Reinfeldt I,0,1,1,7.7642222,7.7,11,22,7,4,Moderaterna,Moderate Party,35,629,27.793695,9/17/06,10/6/06,1,4.1492419,0,0,0,1,0,0,349,0.17391305,0.5,0.27793697,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
CD,8,0,0,1998,8,4,0.052863438,0.047619049,0.046017896,DNK,630,1324,Rasmussen N IV,0,0,0,5.6089948,5.7,0,20,11,2,Centrumdemokraterne,Centre Democrats,21,389,4.4692736,3/11/98,3/11/98,1,4.9195457,1,0,0,0,0,0,175,0.05479452,0,0.045714285,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
FP,28,0,0,2006,28,3,0.11111111,0.10476191,0.098650374,SWE,475,892,Reinfeldt I,0,1,0,6.1551111,5.5,4,22,7,4,Folkpartiet,Liberals,35,629,8.0229225,9/17/06,10/6/06,1,4.1492419,0,0,0,0,0,0,349,0.13043478,0.18181819,0.080229223,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
PPP,75,1,0,1996,75,29,0.10877193,0.10598846,0.10563746,ITA,276,840,Prodi I,0,1,1,,,3,25,11,4,Popolari per Prodi,Popular Party for Prodi,26,551,11.904762,4/21/96,5/18/96,1,6.0889177,1,1,0,0,0,0,630,0.11885246,0.16666667,0.11904762,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,288
PRI,21,1,0,1987,21,21,0.039304923,0.028396603,0.02785573,ITA,756,93,Goria,0,1,0,4.9703704,4.8,3,31,14,5,Partito Repubblicano Italiano,Republican Party,26,17,3.3333333,6/14/87,7/28/87,1,4.0743632,0,1,0,0,0,0,629,0.05060241,0.096774191,0.033386327,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,377
DF,24,0,0,2005,24,3,0.1724138,0.16190477,0.15008238,DNK,316,1418,Rasmussen F II,0,0,0,8.4590475,,0,19,8,2,Dansk Folkeparti,Danish Peoples Party,21,563,13.407822,2/8/05,2/18/05,1,5.1061354,1,0,0,0,0,0,175,0.15789473,0,0.13714285,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
V,22,0,0,1994,22,1,0.027027028,0.047619049,0.055695858,SWE,528,882,Carlsson IV,0,0,0,1.5791111,1.2,0,22,7,1,Vçnsterpartiet (kommunisterna),Left Party (Communists),35,412,6.3037248,9/18/94,10/6/94,1,3.5041573,1,0,0,0,0,0,349,0.090909094,0,0.063037246,175,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
PD,2,1,0,2007,2,1,0.023255814,0.01904762,0.021769013,IRL,864,651,Ahern III,0,1,0,7.9902778,,1,15,7,3,An Pairti Daonlathach,Progressive Democrats,37,190,1.2048193,5/24/07,6/14/07,1,3.0063276,0,1,0,0,0,0,169,0.05882353,0.06666667,0.01183432,85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88
CDU,15,0,0,2009,15,1,0.07692308,0.06666667,0.077873878,PRT,858,1295,Socrates II,0,0,0,2.2233333,,0,17,5,1,Coliga o Democrötico Unitöria,Unified Democratic Coalition,63,405,6.521739,9/27/09,10/26/09,1,3.13166,1,0,0,0,0,0,230,0.11111111,0,0.065217391,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
V,22,0,0,2006,22,2,0.074074075,0.071428575,0.067726798,SWE,475,882,Reinfeldt I,0,0,0,1.5791111,1.2,0,22,7,4,Vçnsterpartiet (kommunisterna),Left Party (Communists),35,629,6.3037248,9/17/06,10/6/06,1,4.1492419,0,0,0,0,0,0,349,0.086956523,0,0.063037246,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
CVP,39,1,1,1991,39,39,0.19588278,0.19792707,0.19820966,BEL,570,723,Martens IX,1,1,1,5.7286666,5.8,7,21,13,4,Christelijke Volkspartij,Flemish Christian Peoples Party,64,418,18.396227,11/24/91,11/24/91,1,8.4133282,0,1,1,1,1,1,212,0.18396227,0.33333334,0.18396227,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,120
LAM,1, ,,1994,1,1,0.001754088,0.00142496,0.001461841,ITA,672,436,Berlusconi I,0,0,0,,,0,27,21,5,Lega d'Azione Meridionale,Southern Action League,26,146,0.15873016,3/27/94,5/11/94,1,7.6707511,0,1,0,0,0,0,630,0.001597444,0,0.001587302,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
VVD,31,0,0,2010,31,31,0.21685606,0.22261904,0.2199484,NLD,804,1409,Rutte,0,1,1,7.2037778,7.4,5,12,10,2,Volkspartij voor Vrijheid en Democratie,People's Party for Freedom and Democracy,8,530,20.666666,6/9/10,10/14/10,1,6.7446041,1,1,1,1,0,0,150,0.20666666,0.41666666,0.20666666,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,52
